event_id,step_id,line_order,speaker_id,text
event_week_003_excursion_garden_direct_2,step_event_week_003_excursion_garden_direct_2,8,speaker_narrator,(네모는 비 오는 정원으로 나가 개구리도 보고 지렁이도 보며 즐겁게 논다.)
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,0,speaker_narrator,"(후문으로 가려는 순간, 정리를 하던 정원사가 앞을 막는다.)"
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,1,speaker_gardener,주인님~ 그쪽은 안 됩니다~
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,2,speaker_nemo,왜요?
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,3,speaker_gardener,요즘 그쪽에 무서운 짐승이 나온답니다~
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,4,speaker_nemo,헉. 진짜요?
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,5,speaker_gardener,예~ 다치시면 큰일 나지요~
event_week_001_excursion_lake_blocked,step_event_week_001_excursion_lake_blocked,6,speaker_nemo,……그럼 안 갈래요.
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,0,speaker_narrator,"(후문은 열려 있고, 멀찍이 경비가 대기 중이다. 네모는 그걸 모르고 밖으로 나간다.)"
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,1,speaker_nemo,"우와, 열려 있네."
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,2,speaker_nemo,그럼 나가도 되나?
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,3,speaker_narrator,(네모가 나비를 쫓아 호수까지 간다. 곧 길을 잃고 울음을 터트린다.)
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,4,speaker_narrator,"(수풀에서 늑대가 나타나려는 순간, 뒤따르던 경비대장이 튀어나온다.)"
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,5,speaker_guard_captain,주인님 뒤로 물러나십시오.
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,6,speaker_guard_captain,주인님께서 후문 쪽으로 가실것 같아 지키고 있었습니다. 이제 돌아가시죠.
event_week_001_excursion_lake_direct,step_event_week_001_excursion_lake_direct,7,speaker_nemo,훌쩍…네
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,0,speaker_narrator,(후문 쪽을 돌던 경비대장이 네모를 발견한다.)
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,1,speaker_guard_captain,"주인님, 오늘은 호숫가까지 가실 수 없습니다."
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,2,speaker_nemo,왜요?
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,3,speaker_guard_captain,물가 쪽은 발을 헛디디기 쉽습니다.
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,4,speaker_nemo,저 안 빠질 건데요.
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,5,speaker_guard_captain,그래도 안 됩니다.
event_week_002_excursion_lake_blocked,step_event_week_002_excursion_lake_blocked,6,speaker_nemo,에이…
event_week_002_excursion_lake_direct,step_event_week_002_excursion_lake_direct,0,speaker_narrator,(경비대장이 네모와 거리를 두고 뒤따른다.)
event_week_002_excursion_lake_direct,step_event_week_002_excursion_lake_direct,1,speaker_guard_captain,"아주 가까이까진 안 됩니다, 주인님. 이 선까지만입니다."
event_week_002_excursion_lake_direct,step_event_week_002_excursion_lake_direct,2,speaker_nemo,응!
event_week_002_excursion_lake_direct,step_event_week_002_excursion_lake_direct,3,speaker_narrator,(네모는 돌길 끝까지 가서 수면을 내려다본다.)
event_week_002_excursion_lake_direct,step_event_week_002_excursion_lake_direct,4,speaker_nemo,우와… 진짜 거울 같아.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,0,speaker_narrator,(경비대장이 먼저 앞을 막고 선다.)
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,1,speaker_guard_captain,"주인님, 오늘은 여기까지만입니다."
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,2,speaker_nemo,왜요?
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,3,speaker_guard_captain,물가 가까이는 아직 위험합니다.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,4,speaker_nemo,저기 새끼들 보이는데.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,5,speaker_guard_captain,저 자리에서도 충분히 보입니다.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,6,speaker_nemo,가까이서 봐야 더 귀엽잖아.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,7,speaker_guard_captain,그래도 안 됩니다.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,8,speaker_nemo,칫.
event_week_003_excursion_lake_blocked,step_event_week_003_excursion_lake_blocked,9,speaker_nemo,오리들은 자유로워서 좋겠다.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,0,speaker_narrator,(경비대장이 돌길 끝까지만 따라가게 한다.)
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,1,speaker_guard_captain,"오늘도 이 선까지만입니다, 주인님."
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,2,speaker_nemo,응. 안 넘을게.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,3,speaker_narrator,(네모가 허리를 숙여 물가를 본다.)
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,4,speaker_nemo,우와. 진짜 작다.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,5,speaker_nemo,뒤뚱뒤뚱해.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,6,speaker_guard_captain,새끼들이라 그렇습니다.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,7,speaker_nemo,엄마 따라가는 거 봐.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,8,speaker_nemo,나도 저렇게 줄 서서 가고 싶다.
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,9,speaker_guard_captain,"……그건 좀 어렵겠습니다, 주인님."
event_week_003_excursion_lake_direct,step_event_week_003_excursion_lake_direct,10,speaker_nemo,ㅡ3ㅡ.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,0,speaker_narrator,(네모가 지하실로 들어가려는 순간 창고지기가 문 앞을 막는다.)
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,1,speaker_butler,"주인님, 여긴 안 됩니다."
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,2,speaker_nemo,왜요? 여기 딱 좋은데.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,3,speaker_butler,여긴 물건이 많아서 다치실 수 있습니다.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,4,speaker_nemo,저 조심할 건데요.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,5,speaker_butler,안 됩니다. 다른 곳에 숨으시지요.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,6,speaker_nemo,에이…
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,7,speaker_nemo,알겠어요.
event_week_001_excursion_basement_blocked,step_event_week_001_excursion_basement_blocked,8,speaker_narrator,(네모는 시무룩한 채 돌아간다.)
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,0,speaker_narrator,(네모가 지하실 문 앞에 서 있자 창고지기가 다가온다.)
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,1,speaker_warehouse_keeper,"주인님, 안쪽은 안 됩니다."
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,2,speaker_nemo,그럼 여기 조금만은요?
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,3,speaker_warehouse_keeper,입구 쪽까지만 가능합니다.
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,4,speaker_nemo,진짜요?
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,5,speaker_warehouse_keeper,예. 이 상자 뒤에 숨으시면 됩니다.
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,6,speaker_nemo,"와, 여기 좋다."
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,7,speaker_narrator,(네모는 입구 쪽 상자 뒤에 쏙 숨는다.)
event_week_001_excursion_basement_direct,step_event_week_001_excursion_basement_direct,8,speaker_nemo,"헤헤, 여기면 못 찾겠다."
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,0,speaker_narrator,(창고지기가 바로 다가와 공을 대신 집어 든다.)
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,1,speaker_warehouse_keeper,"주인님, 안쪽은 안 됩니다."
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,2,speaker_nemo,또요?
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,3,speaker_warehouse_keeper,오늘은 안쪽 정리가 덜 끝났습니다.
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,4,speaker_nemo,맨날 안 된대.
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,5,speaker_warehouse_keeper,그래도 안 됩니다.
event_week_002_excursion_basement_blocked,step_event_week_002_excursion_basement_blocked,6,speaker_nemo,……알겠어요.
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,0,speaker_narrator,(창고지기가 문을 조금 더 열어 준다.)
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,1,speaker_warehouse_keeper,"보셔도 됩니다, 주인님."
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,2,speaker_nemo,진짜요?
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,3,speaker_narrator,"(안엔 병과 상자, 오래된 바구니가 늘어서 있다.)"
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,4,speaker_nemo,우와. 냄새가 다르다.
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,5,speaker_warehouse_keeper,안쪽은 저장고라 그렇습니다.
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,6,speaker_nemo,이 상자는 뭐 들어 있어?
event_week_002_excursion_basement_direct,step_event_week_002_excursion_basement_direct,7,speaker_warehouse_keeper,오늘 저녁 재료입니다.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,0,speaker_narrator,(창고지기가 상자 하나를 들고 나오다 네모를 발견한다.)
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,1,speaker_warehouse_keeper,"주인님, 거긴 안 됩니다."
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,2,speaker_nemo,저 돌만 볼래.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,3,speaker_warehouse_keeper,저장용 냉각석입니다. 가까이 가시면 손 시립니다.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,4,speaker_nemo,손 시린 건 괜찮은데.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,5,speaker_warehouse_keeper,돌 옆 바닥이 차고 젖어 있어 미끄럽습니다.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,6,speaker_nemo,"지하실은 맨날 맛있는 것도 있고, 위험한 것도 있고 그래."
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,7,speaker_warehouse_keeper,그래서 어른이 같이 있어야 합니다.
event_week_003_excursion_basement_blocked,step_event_week_003_excursion_basement_blocked,8,speaker_nemo,알겠어. 근데 저 돌은 좀 멋있다.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,0,speaker_narrator,"(창고지기가 네모를 문 앞에 세운 채, 푸른 돌 옆에 놓인 사과 하나를 들어 보인다.)"
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,1,speaker_warehouse_keeper,"가까이는 안 되고, 여기서만 보십시오."
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,2,speaker_nemo,응.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,3,speaker_warehouse_keeper,이 냉각석 덕에 사과가 오래 버팁니다.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,4,speaker_nemo,그래서 지하실이 차가운 거야?
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,5,speaker_warehouse_keeper,예. 여름에도 조금 서늘하지요.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,6,speaker_nemo,우와.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,7,speaker_nemo,그럼 이 돌은 사과 지켜주는 거네.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,8,speaker_warehouse_keeper,그렇게 볼 수도 있겠군요.
event_week_003_excursion_basement_direct,step_event_week_003_excursion_basement_direct,9,speaker_nemo,나 저 돌 좋아. 말은 안 하는데 열심히 일하잖아.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,0,speaker_narrator,(서고관리인이 네모를 보고 다가온다.)
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,1,speaker_librarian,"주인님, 그 책은 안 됩니다."
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,2,speaker_nemo,왜요?
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,3,speaker_librarian,높은 곳에 있어서 위험합니다.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,4,speaker_nemo,저 조금만 볼 건데.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,5,speaker_librarian,안 됩니다. 아직 주인님께는 어려운 책입니다.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,6,speaker_nemo,에이…
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,7,speaker_nemo,그림도 안 돼요?
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,8,speaker_librarian,이쪽 책은 보셔도 됩니다.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,9,speaker_nemo,……알겠어요.
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,10,speaker_narrator,(네모는 시무룩해하지만 관리인이 내어 준 그림책을 본다.)
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,0,speaker_narrator,(서고관리인이 사다리를 끌고 온다.)
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,1,speaker_librarian,"주인님, 저 책이 궁금하셨습니까?"
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,2,speaker_nemo,응. 저 반짝이는 거.
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,3,speaker_librarian,혼자 꺼내시면 위험하니 제가 내려드리겠습니다.
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,4,speaker_nemo,진짜요?
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,5,speaker_librarian,예. 대신 조심해서 보셔야 합니다.
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,6,speaker_nemo,응! 조심할래요!
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,7,speaker_narrator,(서고관리인이 책을 내려 준다. 네모는 바닥에 쪼그려 앉아 책을 펼친다.)
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,8,speaker_nemo,우와… 그림이다.
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,9,speaker_nemo,이거 예쁘다.
event_week_001_excursion_library_direct,step_event_week_001_excursion_library_direct,10,speaker_nemo,다른 것도 보고 싶어.
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,0,speaker_narrator,"(네모가 책을 잡기 직전, 서고관리인이 나와 그 책을 붙든다.)"
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,1,speaker_librarian,"주인님, 이 책은 손대셔선 안됩니다."
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,2,speaker_nemo,왜요?
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,3,speaker_librarian,책이 오래되어 자칫하단 훼손 될 수 있기 때문입니다.
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,4,speaker_nemo,조금만인데.
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,5,speaker_librarian,안 됩니다.
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,6,speaker_nemo,에이…
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,0,speaker_narrator,(서고관리인이 뒤에서 지켜본다.)
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,1,speaker_librarian,"그 책은 어려우실겁니다, 주인님."
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,2,speaker_nemo,진짜요?
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,3,speaker_narrator,(네모가 조심조심 페이지를 연다.)
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,4,speaker_nemo,우와. 모르는 글자 엄청 많아.
event_week_002_excursion_library_direct,step_event_week_002_excursion_library_direct,5,speaker_nemo,그림도 없네 재미없어.
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,0,speaker_narrator,(서고관리인이 책을 살짝 자기 쪽으로 돌린다.)
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,1,speaker_librarian,"주인님, 이 책은 가까이 만지시면 안 됩니다."
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,2,speaker_nemo,왜요?
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,3,speaker_librarian,별무늬 가루가 날아갑니다. 그러면 다시 맞추기 어렵습니다.
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,4,speaker_nemo,한 번만 짚어 볼 건데.
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,5,speaker_librarian,안 됩니다. 대신 제가 넘겨 드리겠습니다.
